Index	Items	Price	PriceWatts	PriceAlternate	Pouch	EffectField	ItemSprite	GroupType	CanUseOnPokemon	GroupIndex	Boost0	Boost1	Boost2	Boost3	ItemID	Data
323	熔岩增幅器	2000	0	0	Items	0	323	None	False	0	0	0	0	0	323	208|7|0|0|0|0|0|0|0|0|0|0|143|0|0|0|159|4|80|0|0|0|2|0|248|0|67|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
324	可疑补丁	2000	0	0	Items	0	324	None	False	0	0	0	0	0	324	208|7|0|0|0|0|0|0|0|0|0|0|144|0|0|0|159|4|50|0|0|0|2|0|249|0|68|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
325	灵界之布	2000	0	10	Items	0	325	None	False	0	0	0	0	0	325	208|7|0|0|0|0|0|0|10|0|0|0|145|0|0|0|159|4|10|0|0|0|2|0|63|0|69|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
326	锐利之爪	5000	0	10	Items	0	326	None	False	0	0	0	0	0	326	136|19|0|0|0|0|0|0|10|0|0|0|66|0|0|0|159|4|80|0|0|0|2|0|209|0|70|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
327	锐利之牙	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	327	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
328	招式学习器０１	40000	0	0	TMs	2	332	TM	False	1	0	0	0	0	328	64|156|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|1|0|76|1|4|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
329	招式学习器０２	1000	0	0	TMs	2	332	TM	False	2	0	0	0	0	329	232|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|2|0|76|1|4|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
330	招式学习器０３	50000	0	0	TMs	2	338	TM	False	3	0	0	0	0	330	80|195|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|3|0|82|1|4|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
331	招式学习器０４	50000	0	0	TMs	2	334	TM	False	4	0	0	0	0	331	80|195|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|4|0|78|1|4|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
332	招式学习器０５	50000	0	0	TMs	2	351	TM	False	5	0	0	0	0	332	80|195|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|5|0|95|1|4|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
333	招式学习器０６	1000	0	0	TMs	2	421	TM	False	6	0	0	0	0	333	232|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|6|0|165|1|4|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
334	招式学习器０７	1000	0	0	TMs	2	403	TM	False	7	0	0	0	0	334	232|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|7|0|147|1|4|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
335	招式学习器０８	50000	0	0	TMs	2	332	TM	False	8	0	0	0	0	335	80|195|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|8|0|76|1|4|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
336	招式学习器０９	50000	0	0	TMs	2	332	TM	False	9	0	0	0	0	336	80|195|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|9|0|76|1|4|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
337	招式学习器１０	1000	0	0	TMs	2	349	TM	False	10	0	0	0	0	337	232|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|10|0|93|1|4|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
338	招式学习器１１	1000	0	0	TMs	2	349	TM	False	11	0	0	0	0	338	232|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|11|0|93|1|4|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
339	招式学习器１２	50000	0	0	TMs	2	349	TM	False	12	0	0	0	0	339	80|195|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|12|0|93|1|4|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
340	招式学习器１３	10000	0	0	TMs	2	338	TM	False	13	0	0	0	0	340	16|39|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|13|0|82|1|4|13|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
341	招式学习器１４	1000	0	0	TMs	2	351	TM	False	14	0	0	0	0	341	232|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|14|0|95|1|4|14|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
342	招式学习器１５	1000	0	0	TMs	2	353	TM	False	15	0	0	0	0	342	232|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|15|0|97|1|4|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
343	招式学习器１６	1000	0	0	TMs	2	332	TM	False	16	0	0	0	0	343	232|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|16|0|76|1|4|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
344	招式学习器１７	10000	0	0	TMs	2	330	TM	False	17	0	0	0	0	344	16|39|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|17|0|74|1|4|17|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
345	招式学习器１８	10000	0	0	TMs	2	330	TM	False	18	0	0	0	0	345	16|39|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|18|0|74|1|4|18|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
346	招式学习器１９	10000	0	0	TMs	2	332	TM	False	19	0	0	0	0	346	16|39|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|19|0|76|1|4|19|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
347	招式学习器２０	100000	0	0	TMs	2	332	TM	False	20	0	0	0	0	347	160|134|1|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|20|0|76|1|4|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
348	招式学习器２１	1000	0	0	TMs	2	330	TM	False	21	0	0	0	0	348	232|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|21|0|74|1|4|21|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
349	招式学习器２２	1000	0	0	TMs	2	350	TM	False	22	0	0	0	0	349	232|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|22|0|94|1|4|22|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
350	招式学习器２３	10000	0	0	TMs	2	328	TM	False	23	0	0	0	0	350	16|39|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|23|0|72|1|4|23|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
351	招式学习器２４	1000	0	0	TMs	2	332	TM	False	24	0	0	0	0	351	232|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|24|0|76|1|4|24|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
352	招式学习器２５	10000	0	0	TMs	2	332	TM	False	25	0	0	0	0	352	16|39|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|25|0|76|1|4|25|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
353	招式学习器２６	1000	0	0	TMs	2	332	TM	False	26	0	0	0	0	353	232|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|26|0|76|1|4|26|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
354	招式学习器２７	1000	0	0	TMs	2	334	TM	False	27	0	0	0	0	354	232|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|27|0|78|1|4|27|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
355	招式学习器２８	100000	0	0	TMs	2	349	TM	False	28	0	0	0	0	355	160|134|1|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|28|0|93|1|4|28|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
356	招式学习器２９	1000	0	0	TMs	2	693	TM	False	29	0	0	0	0	356	232|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|29|0|181|2|4|29|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
357	招式学习器３０	1000	0	0	TMs	2	401	TM	False	30	0	0	0	0	357	232|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|30|0|145|1|4|30|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
358	招式学习器３１	1000	0	0	TMs	2	332	TM	False	31	0	0	0	0	358	232|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|31|0|76|1|4|31|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
359	招式学习器３２	10000	0	0	TMs	2	350	TM	False	32	0	0	0	0	359	16|39|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|32|0|94|1|4|32|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
360	招式学习器３３	10000	0	0	TMs	2	345	TM	False	33	0	0	0	0	360	16|39|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|33|0|89|1|4|33|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
361	招式学习器３４	10000	0	0	TMs	2	338	TM	False	34	0	0	0	0	361	16|39|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|34|0|82|1|4|34|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
362	招式学习器３５	10000	0	0	TMs	2	334	TM	False	35	0	0	0	0	362	16|39|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|35|0|78|1|4|35|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
363	招式学习器３６	1000	0	0	TMs	2	345	TM	False	36	0	0	0	0	363	232|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|36|0|89|1|4|36|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
364	招式学习器３７	1000	0	0	TMs	2	328	TM	False	37	0	0	0	0	364	232|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|37|0|72|1|4|37|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
365	招式学习器３８	1000	0	0	TMs	2	338	TM	False	38	0	0	0	0	365	232|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|38|0|82|1|4|38|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
366	招式学习器３９	1000	0	0	TMs	2	332	TM	False	39	0	0	0	0	366	232|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|39|0|76|1|4|39|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
367	招式学习器４０	1000	0	0	TMs	2	332	TM	False	40	0	0	0	0	367	232|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|40|0|76|1|4|40|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
368	招式学习器４１	10000	0	0	TMs	2	332	TM	False	41	0	0	0	0	368	16|39|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|41|0|76|1|4|41|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
369	招式学习器４２	1000	0	0	TMs	2	335	TM	False	42	0	0	0	0	369	232|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|42|0|79|1|4|42|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
370	招式学习器４３	1000	0	0	TMs	2	335	TM	False	43	0	0	0	0	370	232|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|43|0|79|1|4|43|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
371	招式学习器４４	100000	0	0	TMs	2	330	TM	False	44	0	0	0	0	371	160|134|1|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|44|0|74|1|4|44|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
372	招式学习器４５	1000	0	0	TMs	2	345	TM	False	45	0	0	0	0	372	232|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|45|0|89|1|4|45|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
373	招式学习器４６	30000	0	0	TMs	2	332	TM	False	46	0	0	0	0	373	48|117|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|46|0|76|1|4|46|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
374	招式学习器４７	1000	0	0	TMs	2	328	TM	False	47	0	0	0	0	374	232|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|47|0|72|1|4|47|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
375	招式学习器４８	1000	0	0	TMs	2	350	TM	False	48	0	0	0	0	375	232|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|48|0|94|1|4|48|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
376	招式学习器４９	1000	0	0	TMs	2	353	TM	False	49	0	0	0	0	376	232|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|49|0|97|1|4|49|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
377	招式学习器５０	10000	0	0	TMs	2	349	TM	False	50	0	0	0	0	377	16|39|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|50|0|93|1|4|50|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
378	招式学习器５１	1000	0	0	TMs	2	334	TM	False	51	0	0	0	0	378	232|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|51|0|78|1|4|51|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
379	招式学习器５２	100000	0	0	TMs	2	421	TM	False	52	0	0	0	0	379	160|134|1|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|52|0|165|1|4|52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
380	招式学习器５３	1000	0	0	TMs	2	353	TM	False	53	0	0	0	0	380	232|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|53|0|97|1|4|53|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
381	招式学习器５４	1000	0	0	TMs	2	350	TM	False	54	0	0	0	0	381	232|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|54|0|94|1|4|54|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
382	招式学习器５５	10000	0	0	TMs	2	345	TM	False	55	0	0	0	0	382	16|39|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|55|0|89|1|4|55|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
383	招式学习器５６	1000	0	0	TMs	2	403	TM	False	56	0	0	0	0	383	232|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|56|0|147|1|4|56|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
384	招式学习器５７	1000	0	0	TMs	2	328	TM	False	57	0	0	0	0	384	232|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|57|0|72|1|4|57|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
385	招式学习器５８	1000	0	0	TMs	2	328	TM	False	58	0	0	0	0	385	232|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|58|0|72|1|4|58|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
386	招式学习器５９	100000	0	0	TMs	2	328	TM	False	59	0	0	0	0	386	160|134|1|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|59|0|72|1|4|59|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
387	招式学习器６０	30000	0	0	TMs	2	330	TM	False	60	0	0	0	0	387	48|117|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|60|0|74|1|4|60|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
388	招式学习器６１	30000	0	0	TMs	2	330	TM	False	61	0	0	0	0	388	48|117|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|61|0|74|1|4|61|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
389	招式学习器６２	30000	0	0	TMs	2	330	TM	False	62	0	0	0	0	389	48|117|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|62|0|74|1|4|62|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
390	招式学习器６３	50000	0	0	TMs	2	335	TM	False	63	0	0	0	0	390	80|195|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|63|0|79|1|4|63|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
391	招式学习器６４	1000	0	0	TMs	2	334	TM	False	64	0	0	0	0	391	232|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|64|0|78|1|4|64|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
392	招式学习器６５	1000	0	0	TMs	2	357	TM	False	65	0	0	0	0	392	232|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|65|0|101|1|4|65|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
393	招式学习器６６	30000	0	0	TMs	2	351	TM	False	66	0	0	0	0	393	48|117|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|66|0|95|1|4|66|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
394	招式学习器６７	30000	0	0	TMs	2	334	TM	False	67	0	0	0	0	394	48|117|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|67|0|78|1|4|67|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
395	招式学习器６８	30000	0	0	TMs	2	338	TM	False	68	0	0	0	0	395	48|117|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|68|0|82|1|4|68|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
396	招式学习器６９	1000	0	0	TMs	2	330	TM	False	69	0	0	0	0	396	232|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|69|0|74|1|4|69|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
397	招式学习器７０	50000	0	0	TMs	2	330	TM	False	70	0	0	0	0	397	80|195|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|70|0|74|1|4|70|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
398	招式学习器７１	50000	0	0	TMs	2	330	TM	False	71	0	0	0	0	398	80|195|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|71|0|74|1|4|71|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
399	招式学习器７２	50000	0	0	TMs	2	330	TM	False	72	0	0	0	0	399	80|195|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|72|0|74|1|4|72|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
400	招式学习器７３	1000	0	0	TMs	2	333	TM	False	73	0	0	0	0	400	232|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|73|0|77|1|4|73|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
401	招式学习器７４	1000	0	0	TMs	2	333	TM	False	74	0	0	0	0	401	232|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|74|0|77|1|4|74|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
402	招式学习器７５	1000	0	0	TMs	2	335	TM	False	75	0	0	0	0	402	232|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|75|0|79|1|4|75|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
403	招式学习器７６	10000	0	0	TMs	2	332	TM	False	76	0	0	0	0	403	16|39|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|76|0|76|1|4|76|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
404	招式学习器７７	1000	0	0	TMs	2	357	TM	False	77	0	0	0	0	404	232|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|77|0|101|1|4|77|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
405	招式学习器７８	1000	0	0	TMs	2	421	TM	False	78	0	0	0	0	405	232|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|78|0|165|1|4|78|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
406	招式学习器７９	1000	0	0	TMs	2	332	TM	False	79	0	0	0	0	406	232|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|79|0|76|1|4|79|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
407	招式学习器８０	1000	0	0	TMs	2	351	TM	False	80	0	0	0	0	407	232|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|80|0|95|1|4|80|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
408	招式学习器８１	1000	0	0	TMs	2	353	TM	False	81	0	0	0	0	408	232|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|81|0|97|1|4|81|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
409	招式学习器８２	1000	0	0	TMs	2	351	TM	False	82	0	0	0	0	409	232|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|82|0|95|1|4|82|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
410	招式学习器８３	100000	0	0	TMs	2	345	TM	False	83	0	0	0	0	410	160|134|1|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|83|0|89|1|4|83|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
411	招式学习器８４	1000	0	0	TMs	2	332	TM	False	84	0	0	0	0	411	232|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|84|0|76|1|4|84|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
412	招式学习器８５	1000	0	0	TMs	2	328	TM	False	85	0	0	0	0	412	232|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|85|0|72|1|4|85|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
413	招式学习器８６	1000	0	0	TMs	2	357	TM	False	86	0	0	0	0	413	232|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|86|0|101|1|4|86|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
414	招式学习器８７	1000	0	0	TMs	2	693	TM	False	87	0	0	0	0	414	232|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|87|0|181|2|4|87|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
415	招式学习器８８	20000	0	0	TMs	2	349	TM	False	88	0	0	0	0	415	32|78|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|88|0|93|1|4|88|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
416	招式学习器８９	20000	0	0	TMs	2	693	TM	False	89	0	0	0	0	416	32|78|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|89|0|181|2|4|89|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
417	招式学习器９０	20000	0	0	TMs	2	351	TM	False	90	0	0	0	0	417	32|78|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|90|0|95|1|4|90|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
418	招式学习器９１	20000	0	0	TMs	2	330	TM	False	91	0	0	0	0	418	32|78|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|91|0|74|1|4|91|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
419	招式学习器９２	100000	0	0	TMs	2	338	TM	False	92	0	0	0	0	419	160|134|1|0|0|0|0|0|0|0|0|0|0|0|0|0|63|5|0|2|0|0|7|0|92|0|82|1|4|92|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
420	秘传学习器０１	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	420	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
421	秘传学习器０２	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	421	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
422	秘传学习器０３	0	0	0	Medicine	0	-1	None	False	0	0	0	0	0	422	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|32|0|0|0|0|255|0|0|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
