Index	Items	Price	PriceWatts	PriceAlternate	Pouch	EffectField	ItemSprite	GroupType	CanUseOnPokemon	GroupIndex	Boost0	Boost1	Boost2	Boost3	ItemID	Data
276	对焦镜	4000	0	15	Items	0	276	None	False	0	0	0	0	0	276	160|15|0|0|0|0|0|0|15|0|0|0|103|20|0|0|159|4|10|0|0|0|2|0|180|0|20|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
277	节拍器	4000	0	0	Items	0	277	None	False	0	0	0	0	0	277	160|15|0|0|0|0|0|0|0|0|0|0|104|20|0|0|159|4|30|0|0|0|2|0|181|0|21|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
278	黑色铁球	4000	0	0	Items	0	278	None	False	0	0	0	0	0	278	160|15|0|0|0|0|0|0|0|0|0|0|105|0|0|0|159|4|130|0|0|0|2|0|182|0|22|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
279	后攻之尾	4000	0	0	Items	0	279	None	False	0	0	0	0	0	279	160|15|0|0|0|0|0|0|0|0|0|0|106|0|0|0|159|4|10|0|0|0|2|0|183|0|23|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
280	红线	4000	0	10	Items	0	280	None	False	0	0	0	0	0	280	160|15|0|0|0|0|0|0|10|0|0|0|107|0|0|0|159|4|10|0|0|0|2|0|184|0|24|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
281	黑色污泥(毒)	4000	0	0	Items	0	281	None	False	0	0	0	0	0	281	160|15|0|0|0|0|0|0|0|0|0|0|108|16|0|0|159|4|30|0|0|0|2|0|185|0|25|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
282	冰冷岩石	4000	0	0	Items	0	282	None	False	0	0	0	0	0	282	160|15|0|0|0|0|0|0|0|0|0|0|109|3|0|0|159|4|40|0|0|0|2|0|186|0|26|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
283	沙沙岩石	4000	0	0	Items	0	283	None	False	0	0	0	0	0	283	160|15|0|0|0|0|0|0|0|0|0|0|110|3|0|0|159|4|10|0|0|0|2|0|187|0|27|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
284	炽热岩石	4000	0	0	Items	0	284	None	False	0	0	0	0	0	284	160|15|0|0|0|0|0|0|0|0|0|0|111|3|0|0|159|4|60|0|0|0|2|0|188|0|28|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
285	潮湿岩石	4000	0	0	Items	0	285	None	False	0	0	0	0	0	285	160|15|0|0|0|0|0|0|0|0|0|0|112|3|0|0|159|4|60|0|0|0|2|0|189|0|29|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
286	紧缠钩爪	4000	0	0	Items	0	286	None	False	0	0	0	0	0	286	160|15|0|0|0|0|0|0|0|0|0|0|113|0|0|0|159|4|90|0|0|0|2|0|190|0|30|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
287	讲究围巾	4000	0	25	Items	0	287	None	False	0	0	0	0	0	287	160|15|0|0|0|0|0|0|25|0|0|0|114|0|0|0|159|4|10|0|0|0|2|0|191|0|31|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
288	附着针	4000	0	0	Items	0	288	None	False	0	0	0	0	0	288	160|15|0|0|0|0|0|0|0|0|0|0|115|8|0|0|159|4|80|0|0|0|2|0|192|0|32|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
289	力量护腕	3000	0	10	Items	0	289	None	False	0	0	0	0	0	289	184|11|0|0|0|0|0|0|10|0|0|0|116|8|0|0|159|4|70|0|0|0|2|0|193|0|33|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
290	力量腰带	3000	0	10	Items	0	290	None	False	0	0	0	0	0	290	184|11|0|0|0|0|0|0|10|0|0|0|117|8|0|0|159|4|70|0|0|0|2|0|194|0|34|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
291	力量镜	3000	0	10	Items	0	291	None	False	0	0	0	0	0	291	184|11|0|0|0|0|0|0|10|0|0|0|118|8|0|0|159|4|70|0|0|0|2|0|195|0|35|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
292	力量束带	3000	0	10	Items	0	292	None	False	0	0	0	0	0	292	184|11|0|0|0|0|0|0|10|0|0|0|119|8|0|0|159|4|70|0|0|0|2|0|196|0|36|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
293	力量护踝	3000	0	10	Items	0	293	None	False	0	0	0	0	0	293	184|11|0|0|0|0|0|0|10|0|0|0|120|8|0|0|159|4|70|0|0|0|2|0|197|0|37|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
294	力量负重	3000	0	10	Items	0	294	None	False	0	0	0	0	0	294	184|11|0|0|0|0|0|0|10|0|0|0|121|8|0|0|159|4|70|0|0|0|2|0|198|0|38|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
295	美丽空壳	4000	0	0	Items	0	295	None	False	0	0	0	0	0	295	160|15|0|0|0|0|0|0|0|0|0|0|122|0|0|0|159|4|10|0|0|0|2|0|199|0|39|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
296	大根茎	4000	0	0	Items	0	296	None	False	0	0	0	0	0	296	160|15|0|0|0|0|0|0|0|0|0|0|123|30|0|0|159|4|10|0|0|0|2|0|200|0|40|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
297	讲究眼镜	4000	0	25	Items	0	297	None	False	0	0	0	0	0	297	160|15|0|0|0|0|0|0|25|0|0|0|124|0|0|0|159|4|10|0|0|0|2|0|201|0|41|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
298	火球石板(火)	1000	0	0	Items	0	298	None	False	0	0	0	0	0	298	232|3|0|0|0|0|0|0|0|0|0|0|125|20|0|0|159|4|90|0|0|0|2|0|86|0|42|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
299	水滴石板(水)	1000	0	0	Items	0	299	None	False	0	0	0	0	0	299	232|3|0|0|0|0|0|0|0|0|0|0|126|20|0|0|159|4|90|0|0|0|2|0|87|0|43|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
300	雷电石板(电)	1000	0	0	Items	0	300	None	False	0	0	0	0	0	300	232|3|0|0|0|0|0|0|0|0|0|0|127|20|0|0|159|4|90|0|0|0|2|0|88|0|44|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
301	碧绿石板(草)	1000	0	0	Items	0	301	None	False	0	0	0	0	0	301	232|3|0|0|0|0|0|0|0|0|0|0|128|20|0|0|159|4|90|0|0|0|2|0|89|0|45|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
302	冰柱石板(冰)	1000	0	0	Items	0	302	None	False	0	0	0	0	0	302	232|3|0|0|0|0|0|0|0|0|0|0|129|20|0|0|159|4|90|0|0|0|2|0|90|0|46|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
303	拳头石板(格)	1000	0	0	Items	0	303	None	False	0	0	0	0	0	303	232|3|0|0|0|0|0|0|0|0|0|0|130|20|0|0|159|4|90|0|0|0|2|0|91|0|47|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
304	剧毒石板(毒)	1000	0	0	Items	0	304	None	False	0	0	0	0	0	304	232|3|0|0|0|0|0|0|0|0|0|0|131|20|0|0|159|4|90|0|0|0|2|0|92|0|48|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
305	大地石板(地)	1000	0	0	Items	0	305	None	False	0	0	0	0	0	305	232|3|0|0|0|0|0|0|0|0|0|0|132|20|0|0|159|4|90|0|0|0|2|0|93|0|49|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
306	蓝天石板(飞)	1000	0	0	Items	0	306	None	False	0	0	0	0	0	306	232|3|0|0|0|0|0|0|0|0|0|0|133|20|0|0|159|4|90|0|0|0|2|0|94|0|50|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
307	神奇石板(超)	1000	0	0	Items	0	307	None	False	0	0	0	0	0	307	232|3|0|0|0|0|0|0|0|0|0|0|134|20|0|0|159|4|90|0|0|0|2|0|95|0|51|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
308	玉虫石板(虫)	1000	0	0	Items	0	308	None	False	0	0	0	0	0	308	232|3|0|0|0|0|0|0|0|0|0|0|135|20|0|0|159|4|90|0|0|0|2|0|96|0|52|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
309	岩石石板(岩)	1000	0	0	Items	0	309	None	False	0	0	0	0	0	309	232|3|0|0|0|0|0|0|0|0|0|0|136|20|0|0|159|4|90|0|0|0|2|0|97|0|53|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
310	妖怪石板(幽)	1000	0	0	Items	0	310	None	False	0	0	0	0	0	310	232|3|0|0|0|0|0|0|0|0|0|0|137|20|0|0|159|4|90|0|0|0|2|0|98|0|54|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
311	龙之石板(龙)	1000	0	0	Items	0	311	None	False	0	0	0	0	0	311	232|3|0|0|0|0|0|0|0|0|0|0|138|20|0|0|159|4|90|0|0|0|2|0|99|0|55|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
312	恶颜石板(恶)	1000	0	0	Items	0	312	None	False	0	0	0	0	0	312	232|3|0|0|0|0|0|0|0|0|0|0|139|20|0|0|159|4|90|0|0|0|2|0|100|0|56|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
313	钢铁石板(钢)	1000	0	0	Items	0	313	None	False	0	0	0	0	0	313	232|3|0|0|0|0|0|0|0|0|0|0|140|20|0|0|159|4|90|0|0|0|2|0|101|0|57|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
314	奇异薰香(超)	2000	0	0	Items	0	314	None	False	0	0	0	0	0	314	208|7|0|0|0|0|0|0|0|0|0|0|82|20|0|0|159|4|10|0|0|0|2|0|202|0|58|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
315	岩石薰香(岩)	2000	0	0	Items	0	315	None	False	0	0	0	0	0	315	208|7|0|0|0|0|0|0|0|0|0|0|72|20|0|0|159|4|10|0|0|0|2|0|203|0|59|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
316	饱腹薰香	5000	0	0	Items	0	316	None	False	0	0	0	0	0	316	136|19|0|0|0|0|0|0|0|0|0|0|106|0|0|0|159|4|10|0|0|0|2|0|204|0|60|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
317	涟漪薰香(水)	2000	0	0	Items	0	317	None	False	0	0	0	0	0	317	208|7|0|0|0|0|0|0|0|0|0|0|77|20|0|0|159|4|10|0|0|0|2|0|205|0|61|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
318	花朵薰香(草)	2000	0	0	Items	0	318	None	False	0	0	0	0	0	318	208|7|0|0|0|0|0|0|0|0|0|0|73|20|0|0|159|4|10|0|0|0|2|0|206|0|62|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
319	幸运薰香	11000	0	0	Items	0	319	None	False	0	0	0	0	0	319	248|42|0|0|0|0|0|0|0|0|0|0|57|10|0|0|159|4|10|0|0|0|2|0|207|0|63|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
320	洁净薰香	6000	0	0	Items	0	320	None	False	0	0	0	0	0	320	112|23|0|0|0|0|0|0|0|0|0|0|58|0|0|0|159|4|10|0|0|0|2|0|208|0|64|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
326	锐利之爪	5000	0	10	Items	0	326	None	False	0	0	0	0	0	326	136|19|0|0|0|0|0|0|10|0|0|0|66|0|0|0|159|4|80|0|0|0|2|0|209|0|70|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
538	进化奇石	4000	0	0	Items	0	538	None	False	0	0	0	0	0	538	160|15|0|0|0|0|0|0|0|0|0|0|146|0|0|0|159|4|40|0|0|0|2|0|210|0|26|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
539	轻石	4000	0	0	Items	0	539	None	False	0	0	0	0	0	539	160|15|0|0|0|0|0|0|0|0|0|0|147|0|0|0|159|4|30|0|0|0|2|0|211|0|27|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
540	凸凸头盔	4000	0	0	Items	0	540	None	False	0	0	0	0	0	540	160|15|0|0|0|0|0|0|0|0|0|0|148|6|0|0|159|4|60|0|0|0|2|0|212|0|28|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
541	气球	4000	0	15	Items	0	541	None	False	0	0	0	0	0	541	160|15|0|0|0|0|0|0|15|0|0|0|149|0|0|0|159|4|10|0|0|0|2|1|213|0|29|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
542	红牌	4000	0	20	Items	0	542	None	False	0	0	0	0	0	542	160|15|0|0|0|0|0|0|20|0|0|0|150|0|0|0|159|4|10|0|0|0|2|1|214|0|30|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
543	标靶	4000	0	0	Items	0	543	None	False	0	0	0	0	0	543	160|15|0|0|0|0|0|0|0|0|0|0|151|0|0|0|159|4|10|0|0|0|2|0|215|0|31|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
544	紧绑束带	4000	0	0	Items	0	544	None	False	0	0	0	0	0	544	160|15|0|0|0|0|0|0|0|0|0|0|152|0|0|0|159|4|30|0|0|0|2|0|216|0|32|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
545	球根(水)	4000	0	10	Items	0	545	None	False	0	0	0	0	0	545	160|15|0|0|0|0|0|0|10|0|0|0|153|0|0|0|159|4|30|0|0|0|2|1|217|0|33|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
546	充电电池(电)	4000	0	10	Items	0	546	None	False	0	0	0	0	0	546	160|15|0|0|0|0|0|0|10|0|0|0|154|0|0|0|159|4|30|0|0|0|2|1|218|0|34|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
547	逃脱按键	4000	0	20	Items	0	547	None	False	0	0	0	0	0	547	160|15|0|0|0|0|0|0|20|0|0|0|155|0|0|0|159|4|30|0|0|0|2|1|219|0|35|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
564	一般宝石(普)	4000	0	0	Items	0	564	6	False	0	0	0	0	0	564	160|15|0|0|0|0|0|0|0|0|0|0|172|0|0|0|159|4|0|0|0|0|2|1|220|0|52|2|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
631	圆形护符	0	0	0	Key	0	631	None	False	0	0	0	0	0	631	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|8|0|0|0|0|9|0|200|0|119|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
632	闪耀护符	0	0	0	Key	0	632	None	False	0	0	0	0	0	632	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|8|0|0|0|0|9|0|201|0|120|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
639	弱点保险	1000	0	20	Items	0	639	None	False	0	0	0	0	0	639	232|3|0|0|0|0|0|0|20|0|0|0|173|0|0|0|159|4|80|0|0|0|2|1|221|0|127|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
640	突击背心	1000	0	25	Items	0	640	None	False	0	0	0	0	0	640	232|3|0|0|0|0|0|0|25|0|0|0|174|0|0|0|159|4|80|0|0|0|2|0|222|0|128|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
644	妖精石板(妖)	1000	0	0	Items	0	644	None	False	0	0	0	0	0	644	232|3|0|0|0|0|0|0|0|0|0|0|175|20|0|0|159|4|90|0|0|0|2|0|223|0|132|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
648	光苔(水)	4000	0	10	Items	0	648	None	False	0	0	0	0	0	648	160|15|0|0|0|0|0|0|10|0|0|0|176|0|0|0|159|4|30|0|0|0|2|1|224|0|136|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
649	雪球(冰)	4000	0	10	Items	0	649	None	False	0	0	0	0	0	649	160|15|0|0|0|0|0|0|10|0|0|0|177|0|0|0|159|4|30|0|0|0|2|1|225|0|137|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
650	防尘护目镜	4000	0	0	Items	0	650	None	False	0	0	0	0	0	650	160|15|0|0|0|0|0|0|0|0|0|0|178|0|0|0|159|4|80|0|0|0|2|0|226|0|138|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
686	洛玫果(妖)	80	0	0	Berries	12	686	Berries	True	50	0	0	0	0	686	80|0|0|0|0|0|0|0|0|0|0|0|179|0|0|80|145|3|10|12|0|1|8|1|37|0|174|2|3|50|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
687	亚开果	80	0	0	Berries	12	687	Berries	True	51	0	0	0	0	687	80|0|0|0|0|0|0|0|0|0|0|0|180|0|0|100|145|19|10|12|0|1|8|1|51|0|175|2|3|51|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
688	香罗果	80	0	0	Berries	12	688	Berries	True	52	0	0	0	0	688	80|0|0|0|0|0|0|0|0|0|0|0|181|0|0|100|144|19|10|12|0|1|8|1|52|0|176|2|3|52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
846	胆怯球	4000	0	10	Items	0	846	None	False	0	0	0	0	0	846	160|15|0|0|0|0|0|0|10|0|0|0|183|0|0|0|159|4|30|0|0|0|2|1|227|0|78|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
879	大地膜	4000	0	15	Items	0	879	None	False	0	0	0	0	0	879	160|15|0|0|0|0|0|0|15|0|0|0|184|0|0|0|159|4|60|0|0|0|2|0|228|0|111|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
880	部位护具	4000	0	0	Items	0	880	None	False	0	0	0	0	0	880	160|15|0|0|0|0|0|0|0|0|0|0|185|0|0|0|159|4|30|0|0|0|2|0|229|0|112|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
881	电气种子	4000	0	0	Items	0	881	None	False	0	0	0	0	0	881	160|15|0|0|0|0|0|0|0|0|0|0|186|0|0|0|159|4|10|0|0|0|2|1|230|0|113|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
882	精神种子	4000	0	0	Items	0	882	None	False	0	0	0	0	0	882	160|15|0|0|0|0|0|0|0|0|0|0|187|0|0|0|159|4|10|0|0|0|2|1|231|0|114|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
883	薄雾种子	4000	0	0	Items	0	883	None	False	0	0	0	0	0	883	160|15|0|0|0|0|0|0|0|0|0|0|188|0|0|0|159|4|10|0|0|0|2|1|232|0|115|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
884	青草种子	4000	0	0	Items	0	884	None	False	0	0	0	0	0	884	160|15|0|0|0|0|0|0|0|0|0|0|189|0|0|0|159|4|10|0|0|0|2|1|233|0|116|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
1118	爽喉喷雾	4000	0	10	Items	0	1118	None	False	0	0	0	0	0	1118	160|15|0|0|0|0|0|0|10|0|0|0|0|0|0|0|159|4|30|0|0|0|2|1|234|0|94|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
1119	避难背包	4000	0	20	Items	0	1119	None	False	0	0	0	0	0	1119	160|15|0|0|0|0|0|0|20|0|0|0|0|0|0|0|159|4|50|0|0|0|2|1|235|0|95|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
1120	厚底靴	4000	0	0	Items	0	1120	None	False	0	0	0	0	0	1120	160|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|159|4|80|0|0|0|2|0|236|0|96|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
1121	打空保险	4000	0	20	Items	0	1121	None	False	0	0	0	0	0	1121	160|15|0|0|0|0|0|0|20|0|0|0|0|0|0|0|159|4|80|0|0|0|2|1|237|0|97|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
1122	客房服务	4000	0	15	Items	0	1122	None	False	0	0	0	0	0	1122	160|15|0|0|0|0|0|0|15|0|0|0|0|0|0|0|159|4|100|0|0|0|2|1|238|0|98|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
1123	万能伞	4000	0	0	Items	0	1123	None	False	0	0	0	0	0	1123	160|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|159|4|60|0|0|0|2|0|239|0|99|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
1267	防晃护符	0	0	0	Key	0	1267	None	False	0	0	0	0	0	1267	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|8|0|0|0|0|9|0|202|0|243|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
1587	经验护符	0	0	0	Key	0	1587	None	False	0	0	0	0	0	1587	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|8|0|0|0|0|9|0|203|0|51|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
1589	证章护符	0	0	0	Key	0	1589	None	False	0	0	0	0	0	1589	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|63|8|0|0|0|0|9|0|204|0|53|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
